date,region,product,customer_segment,agent_team,ai_assisted,contacts,resolved_contacts,first_contact_resolutions,repeat_contacts,total_handling_seconds
2026-04-20,South,CRM Cloud,SMB,Beta,True,17,17,11,6,4233
2026-04-20,South,CRM Cloud,SMB,Gamma,False,29,29,21,5,17509
2026-04-20,South,CRM Cloud,SMB,Gamma,True,18,18,13,5,5385
2026-04-20,South,Analytics Suite,Enterprise,Alpha,False,5,5,2,0,3756
2026-04-20,South,Analytics Suite,Enterprise,Beta,False,4,4,4,0,2806
2026-04-20,South,Analytics Suite,Enterprise,Beta,True,1,1,1,0,349
2026-04-20,South,Analytics Suite,Enterprise,Gamma,False,2,2,1,1,1597
2026-04-20,South,Analytics Suite,Enterprise,Gamma,True,2,2,1,1,866
2026-04-20,South,Analytics Suite,Mid-Market,Alpha,False,18,18,11,3,14785
2026-04-20,South,Analytics Suite,Mid-Market,Alpha,True,3,3,3,2,1296
2026-04-20,South,Analytics Suite,Mid-Market,Beta,False,11,11,6,1,7977
2026-04-20,South,Analytics Suite,Mid-Market,Beta,True,4,4,2,2,1562
2026-04-20,South,Analytics Suite,Mid-Market,Gamma,False,13,13,6,3,11500
2026-04-20,South,Analytics Suite,Mid-Market,Gamma,True,6,6,3,2,2513
2026-04-20,South,Analytics Suite,SMB,Alpha,False,34,34,23,6,27417
2026-04-20,South,Analytics Suite,SMB,Alpha,True,11,11,9,6,4481
2026-04-20,South,Analytics Suite,SMB,Beta,False,49,49,35,10,33576
2026-04-20,South,Analytics Suite,SMB,Beta,True,18,18,13,8,7105
2026-04-20,South,Analytics Suite,SMB,Gamma,False,28,28,13,5,23918
2026-04-20,South,Analytics Suite,SMB,Gamma,True,15,15,9,8,5813
2026-04-20,East,Core ERP,Enterprise,Alpha,False,1,1,1,0,473
2026-04-20,East,Core ERP,Enterprise,Beta,True,1,1,0,0,222
2026-04-20,East,Core ERP,Enterprise,Gamma,False,3,3,3,0,1360
2026-04-20,East,Core ERP,Enterprise,Gamma,True,3,3,0,0,598
2026-04-20,East,Core ERP,Mid-Market,Alpha,False,13,12,8,3,4949
2026-04-20,East,Core ERP,Mid-Market,Alpha,True,4,4,4,0,947
2026-04-20,East,Core ERP,Mid-Market,Beta,False,13,12,12,1,5069
2026-04-20,East,Core ERP,Mid-Market,Beta,True,3,3,3,3,556
2026-04-20,East,Core ERP,Mid-Market,Gamma,False,8,8,6,0,3766
2026-04-20,East,Core ERP,Mid-Market,Gamma,True,1,1,1,1,267
2026-04-20,East,Core ERP,SMB,Alpha,False,46,45,37,3,22010
2026-04-20,East,Core ERP,SMB,Alpha,True,14,14,10,2,2789
2026-04-20,East,Core ERP,SMB,Beta,False,21,19,17,2,8673
2026-04-20,East,Core ERP,SMB,Beta,True,17,17,11,2,3931
2026-04-20,East,Core ERP,SMB,Gamma,False,35,34,25,2,16677
2026-04-20,East,Core ERP,SMB,Gamma,True,10,9,8,4,2216
2026-04-20,East,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1116
2026-04-20,East,CRM Cloud,Enterprise,Beta,False,2,2,2,0,1143
2026-04-20,East,CRM Cloud,Enterprise,Gamma,False,5,5,5,2,3127
2026-04-20,East,CRM Cloud,Enterprise,Gamma,True,1,1,1,0,264
2026-04-20,East,CRM Cloud,Mid-Market,Alpha,False,14,14,13,3,8726
2026-04-20,East,CRM Cloud,Mid-Market,Alpha,True,4,4,2,2,1140
2026-04-20,East,CRM Cloud,Mid-Market,Beta,False,15,15,13,1,8707
2026-04-20,East,CRM Cloud,Mid-Market,Beta,True,5,5,3,1,1395
2026-04-20,East,CRM Cloud,Mid-Market,Gamma,False,8,7,6,0,4164
2026-04-20,East,CRM Cloud,Mid-Market,Gamma,True,2,2,1,1,525
2026-04-20,East,CRM Cloud,SMB,Alpha,False,25,24,18,6,13723
2026-04-20,East,CRM Cloud,SMB,Alpha,True,11,10,7,1,2855
2026-04-20,East,CRM Cloud,SMB,Beta,False,44,43,32,10,23587
2026-04-20,East,CRM Cloud,SMB,Beta,True,14,14,10,4,3898
2026-04-20,East,CRM Cloud,SMB,Gamma,False,29,28,20,3,18662
2026-04-20,East,CRM Cloud,SMB,Gamma,True,9,9,7,1,2636
2026-04-20,East,Analytics Suite,Enterprise,Alpha,False,3,3,1,0,2287
2026-04-20,East,Analytics Suite,Enterprise,Alpha,True,1,1,1,1,423
2026-04-20,East,Analytics Suite,Enterprise,Beta,False,4,4,2,1,2887
2026-04-20,East,Analytics Suite,Enterprise,Gamma,False,3,3,3,2,2601
2026-04-20,East,Analytics Suite,Mid-Market,Alpha,False,7,7,6,1,5326
2026-04-20,East,Analytics Suite,Mid-Market,Alpha,True,3,3,2,1,1074
2026-04-20,East,Analytics Suite,Mid-Market,Beta,False,7,7,3,2,4969
2026-04-20,East,Analytics Suite,Mid-Market,Beta,True,3,2,2,2,791
2026-04-20,East,Analytics Suite,Mid-Market,Gamma,False,15,14,8,2,10982
2026-04-20,East,Analytics Suite,Mid-Market,Gamma,True,3,3,3,3,1247
2026-04-20,East,Analytics Suite,SMB,Alpha,False,40,40,28,7,29128
2026-04-20,East,Analytics Suite,SMB,Alpha,True,15,14,7,9,5522
2026-04-20,East,Analytics Suite,SMB,Beta,False,35,35,26,6,27172
2026-04-20,East,Analytics Suite,SMB,Beta,True,23,21,12,6,8273
2026-04-20,East,Analytics Suite,SMB,Gamma,False,38,38,26,8,31809
2026-04-20,East,Analytics Suite,SMB,Gamma,True,17,17,10,10,6493
2026-04-20,West,Core ERP,Enterprise,Alpha,False,2,2,2,0,992
2026-04-20,West,Core ERP,Enterprise,Alpha,True,1,1,1,0,192
2026-04-20,West,Core ERP,Enterprise,Beta,False,6,6,1,0,2629
2026-04-20,West,Core ERP,Enterprise,Gamma,False,3,3,3,0,1387
2026-04-20,West,Core ERP,Enterprise,Gamma,True,1,1,0,0,249
2026-04-20,West,Core ERP,Mid-Market,Alpha,False,10,10,7,2,5145
2026-04-20,West,Core ERP,Mid-Market,Alpha,True,8,8,6,1,1845
2026-04-20,West,Core ERP,Mid-Market,Beta,False,13,13,10,2,5772
2026-04-20,West,Core ERP,Mid-Market,Beta,True,9,8,8,3,1811
2026-04-20,West,Core ERP,Mid-Market,Gamma,False,15,14,8,1,7114
2026-04-20,West,Core ERP,Mid-Market,Gamma,True,4,4,4,1,1025
2026-04-20,West,Core ERP,SMB,Alpha,False,44,43,33,3,17125
2026-04-20,West,Core ERP,SMB,Alpha,True,14,14,12,3,3347
2026-04-20,West,Core ERP,SMB,Beta,False,51,51,36,5,21087
2026-04-20,West,Core ERP,SMB,Beta,True,14,14,10,3,3225
2026-04-20,West,Core ERP,SMB,Gamma,False,31,29,22,2,14806
2026-04-20,West,Core ERP,SMB,Gamma,True,9,8,8,0,1984
2026-04-20,West,CRM Cloud,Enterprise,Alpha,False,4,4,2,0,2484
2026-04-20,West,CRM Cloud,Enterprise,Beta,False,4,4,3,1,2205
2026-04-20,West,CRM Cloud,Enterprise,Gamma,False,4,4,3,0,2549
2026-04-20,West,CRM Cloud,Enterprise,Gamma,True,3,3,2,1,892
2026-04-20,West,CRM Cloud,Mid-Market,Alpha,False,13,13,10,0,8054
2026-04-20,West,CRM Cloud,Mid-Market,Alpha,True,6,6,3,2,1727
2026-04-20,West,CRM Cloud,Mid-Market,Beta,False,14,14,11,6,8725
2026-04-20,West,CRM Cloud,Mid-Market,Beta,True,4,4,4,1,904
2026-04-20,West,CRM Cloud,Mid-Market,Gamma,False,12,11,8,1,6993
2026-04-20,West,CRM Cloud,Mid-Market,Gamma,True,2,2,1,1,613
2026-04-20,West,CRM Cloud,SMB,Alpha,False,34,32,28,5,18239
2026-04-20,West,CRM Cloud,SMB,Alpha,True,20,20,15,9,5701
2026-04-20,West,CRM Cloud,SMB,Beta,False,24,24,12,7,13998
2026-04-20,West,CRM Cloud,SMB,Beta,True,16,16,9,3,4741
2026-04-20,West,CRM Cloud,SMB,Gamma,False,43,43,36,11,26937
2026-04-20,West,CRM Cloud,SMB,Gamma,True,27,26,17,10,7772
2026-04-20,West,Analytics Suite,Enterprise,Alpha,False,7,7,3,0,5295
2026-04-20,West,Analytics Suite,Enterprise,Alpha,True,2,2,0,2,723
2026-04-20,West,Analytics Suite,Enterprise,Beta,False,6,6,2,1,4151
2026-04-20,West,Analytics Suite,Enterprise,Beta,True,1,1,0,1,326
2026-04-20,West,Analytics Suite,Enterprise,Gamma,False,2,2,1,2,1714
2026-04-20,West,Analytics Suite,Enterprise,Gamma,True,5,5,4,2,1818
2026-04-20,West,Analytics Suite,Mid-Market,Alpha,False,14,14,7,3,10878
2026-04-20,West,Analytics Suite,Mid-Market,Alpha,True,5,5,2,3,2064
2026-04-20,West,Analytics Suite,Mid-Market,Beta,False,9,8,4,2,6198
2026-04-20,West,Analytics Suite,Mid-Market,Beta,True,2,2,0,0,752
2026-04-20,West,Analytics Suite,Mid-Market,Gamma,False,10,9,8,1,7535
2026-04-20,West,Analytics Suite,Mid-Market,Gamma,True,8,8,5,3,3180
2026-04-20,West,Analytics Suite,SMB,Alpha,False,42,42,25,10,33176
2026-04-20,West,Analytics Suite,SMB,Alpha,True,22,22,15,7,9110
2026-04-20,West,Analytics Suite,SMB,Beta,False,35,35,22,6,25012
2026-04-20,West,Analytics Suite,SMB,Beta,True,21,21,19,10,7800
2026-04-20,West,Analytics Suite,SMB,Gamma,False,52,52,38,7,43845
2026-04-20,West,Analytics Suite,SMB,Gamma,True,22,22,11,9,8862
2026-04-21,North,Core ERP,Enterprise,Alpha,False,3,3,3,0,1306
2026-04-21,North,Core ERP,Enterprise,Beta,False,5,4,4,1,1622
2026-04-21,North,Core ERP,Enterprise,Gamma,False,6,6,5,0,2810
2026-04-21,North,Core ERP,Enterprise,Gamma,True,2,2,2,1,562
2026-04-21,North,Core ERP,Mid-Market,Alpha,False,13,13,8,1,5134
2026-04-21,North,Core ERP,Mid-Market,Alpha,True,6,6,3,0,1070
2026-04-21,North,Core ERP,Mid-Market,Beta,False,13,13,12,3,5882
2026-04-21,North,Core ERP,Mid-Market,Beta,True,1,1,0,0,189
2026-04-21,North,Core ERP,Mid-Market,Gamma,False,16,16,14,3,6861
2026-04-21,North,Core ERP,Mid-Market,Gamma,True,10,10,7,5,2474
2026-04-21,North,Core ERP,SMB,Alpha,False,53,53,40,8,22105
2026-04-21,North,Core ERP,SMB,Alpha,True,20,20,17,3,4792
2026-04-21,North,Core ERP,SMB,Beta,False,53,52,36,9,24848
2026-04-21,North,Core ERP,SMB,Beta,True,20,20,14,3,3253
2026-04-21,North,Core ERP,SMB,Gamma,False,34,34,24,6,18742
2026-04-21,North,Core ERP,SMB,Gamma,True,15,15,12,3,2827
2026-04-21,North,CRM Cloud,Enterprise,Alpha,False,6,6,3,2,3639
2026-04-21,North,CRM Cloud,Enterprise,Alpha,True,3,3,2,2,934
2026-04-21,North,CRM Cloud,Enterprise,Beta,False,4,3,3,1,1652
2026-04-21,North,CRM Cloud,Enterprise,Beta,True,1,1,0,1,212
2026-04-21,North,CRM Cloud,Enterprise,Gamma,False,1,1,1,0,590
2026-04-21,North,CRM Cloud,Mid-Market,Alpha,False,20,20,12,3,12039
2026-04-21,North,CRM Cloud,Mid-Market,Alpha,True,5,5,3,0,1703
2026-04-21,North,CRM Cloud,Mid-Market,Beta,False,7,7,4,2,4225
2026-04-21,North,CRM Cloud,Mid-Market,Beta,True,7,7,6,1,1830
2026-04-21,North,CRM Cloud,Mid-Market,Gamma,False,17,17,14,3,10686
2026-04-21,North,CRM Cloud,Mid-Market,Gamma,True,3,3,1,0,1023
2026-04-21,North,CRM Cloud,SMB,Alpha,False,64,64,47,11,39949
2026-04-21,North,CRM Cloud,SMB,Alpha,True,22,22,15,8,6091
2026-04-21,North,CRM Cloud,SMB,Beta,False,64,64,49,6,38772
2026-04-21,North,CRM Cloud,SMB,Beta,True,22,22,17,12,6244
2026-04-21,North,CRM Cloud,SMB,Gamma,False,51,49,35,7,29977
2026-04-21,North,CRM Cloud,SMB,Gamma,True,32,32,19,8,10644
2026-04-21,North,Analytics Suite,Enterprise,Alpha,False,2,2,1,1,1574
2026-04-21,North,Analytics Suite,Enterprise,Alpha,True,2,2,1,1,752
2026-04-21,North,Analytics Suite,Enterprise,Beta,False,6,6,3,2,4502
2026-04-21,North,Analytics Suite,Enterprise,Beta,True,1,1,1,0,325
2026-04-21,North,Analytics Suite,Enterprise,Gamma,False,1,1,1,0,828
2026-04-21,North,Analytics Suite,Enterprise,Gamma,True,1,1,1,0,406
2026-04-21,North,Analytics Suite,Mid-Market,Alpha,False,17,16,11,2,12761
2026-04-21,North,Analytics Suite,Mid-Market,Alpha,True,9,9,6,4,3776
2026-04-21,North,Analytics Suite,Mid-Market,Beta,False,20,20,7,7,14743
2026-04-21,North,Analytics Suite,Mid-Market,Beta,True,10,10,6,4,3611
2026-04-21,North,Analytics Suite,Mid-Market,Gamma,False,16,15,10,4,12001
2026-04-21,North,Analytics Suite,Mid-Market,Gamma,True,8,7,4,4,2781
2026-04-21,North,Analytics Suite,SMB,Alpha,False,48,47,29,8,35922
2026-04-21,North,Analytics Suite,SMB,Alpha,True,24,24,12,12,9598
2026-04-21,North,Analytics Suite,SMB,Beta,False,39,38,20,8,28510
2026-04-21,North,Analytics Suite,SMB,Beta,True,20,19,15,13,7259
2026-04-21,North,Analytics Suite,SMB,Gamma,False,58,58,39,14,45364
2026-04-21,North,Analytics Suite,SMB,Gamma,True,27,26,16,10,10229
2026-04-21,South,Core ERP,Enterprise,Alpha,False,1,1,0,0,436
2026-04-21,South,Core ERP,Enterprise,Alpha,True,3,3,2,2,765
2026-04-21,South,Core ERP,Enterprise,Beta,False,1,1,1,0,440
2026-04-21,South,Core ERP,Enterprise,Beta,True,1,1,1,1,243
2026-04-21,South,Core ERP,Enterprise,Gamma,False,4,4,3,2,1936
2026-04-21,South,Core ERP,Mid-Market,Alpha,False,13,13,10,1,6441
2026-04-21,South,Core ERP,Mid-Market,Alpha,True,3,3,2,0,627
2026-04-21,South,Core ERP,Mid-Market,Beta,False,15,15,11,4,6133
2026-04-21,South,Core ERP,Mid-Market,Beta,True,9,9,7,5,1600
2026-04-21,South,Core ERP,Mid-Market,Gamma,False,13,13,11,2,6055
2026-04-21,South,Core ERP,Mid-Market,Gamma,True,4,2,2,0,465
2026-04-21,South,Core ERP,SMB,Alpha,False,38,37,28,6,17924
2026-04-21,South,Core ERP,SMB,Alpha,True,17,17,14,0,2771
2026-04-21,South,Core ERP,SMB,Beta,False,40,38,28,4,15939
2026-04-21,South,Core ERP,SMB,Beta,True,28,26,22,9,6602
2026-04-21,South,Core ERP,SMB,Gamma,False,20,20,14,4,8842
2026-04-21,South,Core ERP,SMB,Gamma,True,16,16,15,6,3870
2026-04-21,South,CRM Cloud,Enterprise,Alpha,False,8,8,5,1,4771
2026-04-21,South,CRM Cloud,Enterprise,Alpha,True,1,1,0,0,386
2026-04-21,South,CRM Cloud,Enterprise,Beta,False,6,6,4,0,3647
2026-04-21,South,CRM Cloud,Enterprise,Beta,True,1,1,0,1,265
2026-04-21,South,CRM Cloud,Enterprise,Gamma,False,5,5,4,2,3355
2026-04-21,South,CRM Cloud,Mid-Market,Alpha,False,15,15,13,1,8103
2026-04-21,South,CRM Cloud,Mid-Market,Alpha,True,4,4,2,2,1269
2026-04-21,South,CRM Cloud,Mid-Market,Beta,False,13,13,8,1,7788
2026-04-21,South,CRM Cloud,Mid-Market,Beta,True,4,4,3,1,1269
2026-04-21,South,CRM Cloud,Mid-Market,Gamma,False,10,9,7,1,5372
2026-04-21,South,CRM Cloud,Mid-Market,Gamma,True,3,3,3,0,962
2026-04-21,South,CRM Cloud,SMB,Alpha,False,25,25,18,5,14304
2026-04-21,South,CRM Cloud,SMB,Alpha,True,14,14,8,5,4033
2026-04-21,South,CRM Cloud,SMB,Beta,False,25,24,20,5,11374
2026-04-21,South,CRM Cloud,SMB,Beta,True,9,9,7,4,2634
2026-04-21,South,CRM Cloud,SMB,Gamma,False,31,31,21,2,18632
2026-04-21,South,CRM Cloud,SMB,Gamma,True,21,21,15,5,7145
2026-04-21,South,Analytics Suite,Enterprise,Alpha,False,5,4,2,0,2948
2026-04-21,South,Analytics Suite,Enterprise,Alpha,True,2,2,2,2,768
2026-04-21,South,Analytics Suite,Enterprise,Beta,False,4,4,4,0,3020
2026-04-21,South,Analytics Suite,Enterprise,Beta,True,3,3,3,0,1165
2026-04-21,South,Analytics Suite,Enterprise,Gamma,False,4,4,3,1,3299
2026-04-21,South,Analytics Suite,Enterprise,Gamma,True,1,1,1,1,378
2026-04-21,South,Analytics Suite,Mid-Market,Alpha,False,13,13,6,4,10040
2026-04-21,South,Analytics Suite,Mid-Market,Alpha,True,8,8,8,4,2667
2026-04-21,South,Analytics Suite,Mid-Market,Beta,False,15,15,10,6,11060
2026-04-21,South,Analytics Suite,Mid-Market,Beta,True,8,8,3,3,2538
2026-04-21,South,Analytics Suite,Mid-Market,Gamma,False,6,6,3,2,5403
2026-04-21,South,Analytics Suite,Mid-Market,Gamma,True,5,5,3,2,1733
2026-04-21,South,Analytics Suite,SMB,Alpha,False,46,46,26,10,33422
2026-04-21,South,Analytics Suite,SMB,Alpha,True,25,25,13,10,9631
2026-04-21,South,Analytics Suite,SMB,Beta,False,22,22,12,5,15062
2026-04-21,South,Analytics Suite,SMB,Beta,True,16,16,10,4,6216
2026-04-21,South,Analytics Suite,SMB,Gamma,False,34,34,22,11,27078
2026-04-21,South,Analytics Suite,SMB,Gamma,True,12,11,10,4,4164
2026-04-21,East,Core ERP,Enterprise,Alpha,False,3,3,3,0,1373
2026-04-21,East,Core ERP,Enterprise,Beta,False,6,6,4,0,2785
2026-04-21,East,Core ERP,Enterprise,Beta,True,1,1,1,0,257
2026-04-21,East,Core ERP,Enterprise,Gamma,False,1,1,1,0,399
2026-04-21,East,Core ERP,Enterprise,Gamma,True,1,1,1,0,256
2026-04-21,East,Core ERP,Mid-Market,Alpha,False,13,12,11,0,5232
2026-04-21,East,Core ERP,Mid-Market,Alpha,True,3,3,2,0,782
2026-04-21,East,Core ERP,Mid-Market,Beta,False,4,4,1,1,1708
2026-04-21,East,Core ERP,Mid-Market,Beta,True,6,6,5,2,1007
2026-04-21,East,Core ERP,Mid-Market,Gamma,False,9,8,6,1,3785
2026-04-21,East,Core ERP,Mid-Market,Gamma,True,5,5,4,2,1069
2026-04-21,East,Core ERP,SMB,Alpha,False,34,34,27,6,14657
2026-04-21,East,Core ERP,SMB,Alpha,True,8,8,5,2,1105
2026-04-21,East,Core ERP,SMB,Beta,False,32,32,23,1,13716
2026-04-21,East,Core ERP,SMB,Beta,True,9,9,6,3,1668
2026-04-21,East,Core ERP,SMB,Gamma,False,17,16,12,2,8216
2026-04-21,East,Core ERP,SMB,Gamma,True,12,12,9,1,2843
2026-04-21,East,CRM Cloud,Enterprise,Alpha,False,1,1,1,0,613
2026-04-21,East,CRM Cloud,Enterprise,Beta,False,1,1,1,0,599
2026-04-21,East,CRM Cloud,Enterprise,Beta,True,1,1,1,0,337
2026-04-21,East,CRM Cloud,Enterprise,Gamma,False,5,5,3,2,3208
2026-04-21,East,CRM Cloud,Mid-Market,Alpha,False,11,11,8,2,6251
2026-04-21,East,CRM Cloud,Mid-Market,Alpha,True,7,7,5,4,2288
2026-04-21,East,CRM Cloud,Mid-Market,Beta,False,9,9,5,2,5306
2026-04-21,East,CRM Cloud,Mid-Market,Beta,True,6,6,3,0,1631
2026-04-21,East,CRM Cloud,Mid-Market,Gamma,False,13,13,8,1,7973
2026-04-21,East,CRM Cloud,Mid-Market,Gamma,True,3,3,3,0,901
2026-04-21,East,CRM Cloud,SMB,Alpha,False,20,20,17,3,11360
2026-04-21,East,CRM Cloud,SMB,Alpha,True,9,9,7,4,2608
2026-04-21,East,CRM Cloud,SMB,Beta,False,32,31,24,8,17025
2026-04-21,East,CRM Cloud,SMB,Beta,True,6,6,5,2,1927
2026-04-21,East,CRM Cloud,SMB,Gamma,False,37,36,23,5,21887
2026-04-21,East,CRM Cloud,SMB,Gamma,True,18,18,15,4,5483
2026-04-21,East,Analytics Suite,Enterprise,Alpha,False,5,5,3,1,3980
2026-04-21,East,Analytics Suite,Enterprise,Alpha,True,1,1,1,1,398
2026-04-21,East,Analytics Suite,Enterprise,Beta,False,3,3,2,0,2299
2026-04-21,East,Analytics Suite,Enterprise,Gamma,False,3,3,0,1,2476
2026-04-21,East,Analytics Suite,Enterprise,Gamma,True,2,2,2,1,770
2026-04-21,East,Analytics Suite,Mid-Market,Alpha,False,13,12,9,2,9692
2026-04-21,East,Analytics Suite,Mid-Market,Alpha,True,6,6,3,3,2420
2026-04-21,East,Analytics Suite,Mid-Market,Beta,False,9,8,7,4,5639
2026-04-21,East,Analytics Suite,Mid-Market,Beta,True,1,1,1,1,349
2026-04-21,East,Analytics Suite,Mid-Market,Gamma,False,11,11,6,6,8731
2026-04-21,East,Analytics Suite,SMB,Alpha,False,44,42,29,12,33450
2026-04-21,East,Analytics Suite,SMB,Alpha,True,11,11,9,5,4286
2026-04-21,East,Analytics Suite,SMB,Beta,False,29,27,18,5,19963
2026-04-21,East,Analytics Suite,SMB,Beta,True,17,16,11,9,5402
2026-04-21,East,Analytics Suite,SMB,Gamma,False,36,35,19,8,28567
2026-04-21,East,Analytics Suite,SMB,Gamma,True,12,12,8,6,5225
2026-04-21,West,Core ERP,Enterprise,Alpha,False,5,5,4,2,2538
2026-04-21,West,Core ERP,Enterprise,Beta,False,2,2,1,0,829
2026-04-21,West,Core ERP,Enterprise,Beta,True,1,1,0,0,178
2026-04-21,West,Core ERP,Enterprise,Gamma,False,3,3,2,1,1477
2026-04-21,West,Core ERP,Enterprise,Gamma,True,2,2,2,1,401
2026-04-21,West,Core ERP,Mid-Market,Alpha,False,11,11,9,3,4808
2026-04-21,West,Core ERP,Mid-Market,Alpha,True,9,9,7,2,1863
2026-04-21,West,Core ERP,Mid-Market,Beta,False,17,16,13,1,6624
2026-04-21,West,Core ERP,Mid-Market,Beta,True,4,4,3,0,838
2026-04-21,West,Core ERP,Mid-Market,Gamma,False,17,17,15,4,7922
2026-04-21,West,Core ERP,Mid-Market,Gamma,True,7,7,7,1,1427
2026-04-21,West,Core ERP,SMB,Alpha,False,48,48,34,6,19621
2026-04-21,West,Core ERP,SMB,Alpha,True,19,18,15,0,3755
2026-04-21,West,Core ERP,SMB,Beta,False,33,33,25,6,15876
2026-04-21,West,Core ERP,SMB,Beta,True,8,8,8,0,1532
2026-04-21,West,Core ERP,SMB,Gamma,False,33,33,23,10,15384
2026-04-21,West,Core ERP,SMB,Gamma,True,25,25,20,8,5556
2026-04-21,West,CRM Cloud,Enterprise,Alpha,False,4,4,3,1,2349
2026-04-21,West,CRM Cloud,Enterprise,Alpha,True,2,2,1,1,499
2026-04-21,West,CRM Cloud,Enterprise,Beta,False,6,6,3,0,3701
2026-04-21,West,CRM Cloud,Enterprise,Beta,True,1,1,1,0,304
2026-04-21,West,CRM Cloud,Enterprise,Gamma,False,3,3,3,0,1792
2026-04-21,West,CRM Cloud,Enterprise,Gamma,True,3,3,2,1,1027
2026-04-21,West,CRM Cloud,Mid-Market,Alpha,False,13,13,8,3,7390
2026-04-21,West,CRM Cloud,Mid-Market,Alpha,True,4,4,3,1,1253
2026-04-21,West,CRM Cloud,Mid-Market,Beta,False,14,14,12,2,8368
2026-04-21,West,CRM Cloud,Mid-Market,Beta,True,9,9,8,3,2654
2026-04-21,West,CRM Cloud,Mid-Market,Gamma,False,23,22,16,4,13693
2026-04-21,West,CRM Cloud,Mid-Market,Gamma,True,6,6,2,2,1922
2026-04-21,West,CRM Cloud,SMB,Alpha,False,43,43,31,4,27408
2026-04-21,West,CRM Cloud,SMB,Alpha,True,16,15,12,6,4540
2026-04-21,West,CRM Cloud,SMB,Beta,False,42,42,29,5,24618
2026-04-21,West,CRM Cloud,SMB,Beta,True,15,14,10,7,3903
2026-04-21,West,CRM Cloud,SMB,Gamma,False,35,34,20,5,19519
2026-04-21,West,CRM Cloud,SMB,Gamma,True,23,20,13,6,6183
2026-04-21,West,Analytics Suite,Enterprise,Alpha,False,3,3,3,1,2339
2026-04-21,West,Analytics Suite,Enterprise,Alpha,True,2,2,2,1,767
2026-04-21,West,Analytics Suite,Enterprise,Beta,False,4,4,2,1,2667
2026-04-21,West,Analytics Suite,Enterprise,Beta,True,1,1,0,1,412
2026-04-21,West,Analytics Suite,Enterprise,Gamma,False,3,2,1,0,1574
2026-04-21,West,Analytics Suite,Enterprise,Gamma,True,2,2,1,2,722
2026-04-21,West,Analytics Suite,Mid-Market,Alpha,False,9,9,6,0,7803
2026-04-21,West,Analytics Suite,Mid-Market,Alpha,True,3,3,2,0,1289
2026-04-21,West,Analytics Suite,Mid-Market,Beta,False,8,8,5,0,6604
2026-04-21,West,Analytics Suite,Mid-Market,Beta,True,10,10,5,8,3941
2026-04-21,West,Analytics Suite,Mid-Market,Gamma,False,17,17,11,7,13574
2026-04-21,West,Analytics Suite,Mid-Market,Gamma,True,10,10,6,4,4271
2026-04-21,West,Analytics Suite,SMB,Alpha,False,41,41,25,6,31058
2026-04-21,West,Analytics Suite,SMB,Alpha,True,27,26,16,11,8830
2026-04-21,West,Analytics Suite,SMB,Beta,False,39,37,26,12,27462
2026-04-21,West,Analytics Suite,SMB,Beta,True,22,22,13,8,6286
2026-04-21,West,Analytics Suite,SMB,Gamma,False,39,38,22,8,31064
2026-04-21,West,Analytics Suite,SMB,Gamma,True,25,25,14,11,10007
2026-04-22,North,Core ERP,Enterprise,Alpha,False,6,6,6,1,2543
2026-04-22,North,Core ERP,Enterprise,Alpha,True,2,2,1,0,498
2026-04-22,North,Core ERP,Enterprise,Beta,False,5,5,5,0,2037
2026-04-22,North,Core ERP,Enterprise,Beta,True,1,1,1,1,163
2026-04-22,North,Core ERP,Enterprise,Gamma,False,5,5,3,0,2556
2026-04-22,North,Core ERP,Enterprise,Gamma,True,3,3,2,0,699
2026-04-22,North,Core ERP,Mid-Market,Alpha,False,11,10,6,2,4610
2026-04-22,North,Core ERP,Mid-Market,Alpha,True,4,4,4,0,720
2026-04-22,North,Core ERP,Mid-Market,Beta,False,20,19,14,2,7929
2026-04-22,North,Core ERP,Mid-Market,Beta,True,10,10,5,3,2364
2026-04-22,North,Core ERP,Mid-Market,Gamma,False,9,9,6,1,4001
2026-04-22,North,Core ERP,Mid-Market,Gamma,True,5,5,4,0,1131
2026-04-22,North,Core ERP,SMB,Alpha,False,55,53,36,6,25481
2026-04-22,North,Core ERP,SMB,Alpha,True,19,19,14,3,4161
2026-04-22,North,Core ERP,SMB,Beta,False,50,50,41,6,18266
2026-04-22,North,Core ERP,SMB,Beta,True,19,19,13,6,4160
2026-04-22,North,Core ERP,SMB,Gamma,False,43,43,26,4,20676
2026-04-22,North,Core ERP,SMB,Gamma,True,26,26,21,4,7081
2026-04-22,North,CRM Cloud,Enterprise,Alpha,False,2,2,0,1,1176
2026-04-22,North,CRM Cloud,Enterprise,Beta,False,7,7,3,1,4320
2026-04-22,North,CRM Cloud,Enterprise,Gamma,False,3,3,1,0,1774
2026-04-22,North,CRM Cloud,Mid-Market,Alpha,False,14,14,8,3,8472
2026-04-22,North,CRM Cloud,Mid-Market,Alpha,True,2,1,0,1,270
2026-04-22,North,CRM Cloud,Mid-Market,Beta,False,13,13,6,3,7910
2026-04-22,North,CRM Cloud,Mid-Market,Beta,True,6,6,4,1,1494
2026-04-22,North,CRM Cloud,Mid-Market,Gamma,False,17,17,10,3,11204
2026-04-22,North,CRM Cloud,Mid-Market,Gamma,True,4,4,2,0,1054
2026-04-22,North,CRM Cloud,SMB,Alpha,False,35,35,22,4,20473
2026-04-22,North,CRM Cloud,SMB,Alpha,True,13,13,9,4,3997
